STATION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
164,1960,133.0,155.0,32.0,0.0,0.0,50.0,220.0,170.0,179.0,92.0,10.0,61.0
205,1960,262.0,80.0,35.0,0.0,0.0,33.0,337.0,242.0,177.0,103.0,9.0,68.0
45,1960,264.0,71.0,49.0,0.0,0.0,37.0,311.0,208.0,163.0,104.0,4.0,85.0
BOX,1960,265.0,73.0,28.0,0.0,0.0,19.0,234.0,219.0,95.0,149.0,10.0,120.0
DESGR,1960,271.0,86.0,24.0,0.0,0.0,30.0,286.0,160.0,196.0,131.0,3.0,133.0
DESRI,1960,117.0,175.0,28.0,0.0,0.0,0.0,209.0,215.0,123.0,119.0,15.0,51.0
DESST,1960,220.0,61.0,59.0,0.0,0.0,67.0,203.0,80.0,169.0,121.0,6.0,62.0
ERIOP,1960,249.0,78.0,33.0,0.0,0.0,20.0,306.0,198.0,150.0,110.0,10.0,86.0
FLORI,1960,382.0,119.0,35.0,0.0,0.0,30.0,253.0,177.0,249.0,207.0,0.0,198.0
FORES,1960,325.0,92.0,14.0,0.0,0.0,32.0,269.0,130.0,171.0,175.0,6.0,168.0
GRARI,1960,205.0,40.0,17.0,0.0,0.0,17.0,91.0,226.0,109.0,146.0,0.0,72.0
HUERF,1960,234.0,63.0,18.0,0.0,0.0,0.0,339.0,310.0,99.0,126.0,12.0,107.0
MCGIB,1960,363.0,104.0,31.0,0.0,0.0,58.0,196.0,181.0,129.0,173.0,6.0,249.0
MUHLE,1960,229.0,67.0,26.0,0.0,0.0,24.0,266.0,180.0,146.0,126.0,6.0,58.0
NE,1960,234.0,60.0,32.0,0.0,0.0,53.0,117.0,295.0,150.0,141.0,18.0,66.0
NW,1960,194.0,48.0,33.0,0.0,0.0,104.0,224.0,93.0,135.0,128.0,0.0,75.0
PARKE,1960,293.0,130.0,28.0,0.0,0.0,52.0,176.0,194.0,101.0,175.0,9.0,187.0
ROAD,1960,269.0,78.0,22.0,0.0,0.0,24.0,252.0,165.0,209.0,100.0,2.0,73.0
ROBIN,1960,374.0,130.0,30.0,0.0,0.0,63.0,245.0,207.0,176.0,161.0,10.0,211.0
RODEN,1960,258.0,78.0,27.0,0.0,0.0,23.0,247.0,49.0,216.0,125.0,1.0,71.0
RUELA,1960,247.0,98.0,0.0,0.0,0.0,2.0,227.0,252.0,106.0,155.0,0.0,200.0
SW,1960,233.0,60.0,29.0,0.0,0.0,11.0,289.0,139.0,211.0,115.0,0.0,51.0
WHITE,1960,280.0,78.0,8.0,0.0,0.0,25.0,198.0,214.0,143.0,115.0,5.0,95.0
130,1961,84.0,16.0,27.0,0.0,0.0,79.0,206.0,526.0,214.0,279.0,35.0,175.0
131,1961,80.0,7.0,23.0,0.0,0.0,51.0,275.0,455.0,174.0,240.0,31.0,164.0
164,1961,115.0,10.0,20.0,0.0,0.0,24.0,191.0,353.0,112.0,190.0,39.0,225.0
205,1961,96.0,5.0,24.0,0.0,0.0,53.0,118.0,394.0,136.0,240.0,33.0,197.0
45,1961,80.0,15.0,29.0,0.0,0.0,68.0,186.0,498.0,167.0,259.0,37.0,179.0
BOX,1961,91.0,14.0,30.0,0.0,0.0,87.0,186.0,544.0,233.0,292.0,29.0,186.0
DESGR,1961,94.0,9.0,32.0,0.0,0.0,57.0,219.0,568.0,331.0,313.0,40.0,176.0
DESRI,1961,118.0,13.0,17.0,0.0,0.0,32.0,200.0,395.0,50.0,187.0,55.0,206.0
DESST,1961,103.0,11.0,17.0,0.0,0.0,42.0,138.0,262.0,283.0,186.0,38.0,215.0
ERIOP,1961,92.0,15.0,26.0,0.0,0.0,56.0,134.0,430.0,164.0,251.0,35.0,201.0
FLORI,1961,108.0,12.0,58.0,0.0,0.0,90.0,292.0,807.0,389.0,369.0,90.0,304.0
FORES,1961,96.0,10.0,45.0,0.0,0.0,71.0,213.0,714.0,350.0,333.0,56.0,257.0
GRARI,1961,72.0,7.0,13.0,0.0,0.0,25.0,109.0,217.0,219.0,178.0,61.0,182.0
HUERF,1961,101.0,19.0,17.0,0.0,0.0,88.0,249.0,552.0,117.0,233.0,73.0,209.0
MCGIB,1961,107.0,15.0,37.0,0.0,0.0,105.0,219.0,849.0,209.0,265.0,70.0,238.0
MUHLE,1961,81.0,12.0,23.0,0.0,0.0,31.0,226.0,363.0,131.0,198.0,39.0,200.0
NE,1961,119.0,13.0,24.0,0.0,0.0,30.0,335.0,244.0,61.0,180.0,42.0,245.0
NW,1961,90.0,11.0,10.0,0.0,0.0,20.0,141.0,294.0,186.0,160.0,34.0,210.0
PARKE,1961,119.0,9.0,36.0,0.0,0.0,116.0,200.0,767.0,240.0,314.0,50.0,234.0
ROAD,1961,81.0,8.0,27.0,0.0,0.0,42.0,289.0,472.0,182.0,256.0,23.0,164.0
ROBIN,1961,110.0,17.0,28.0,0.0,0.0,127.0,198.0,937.0,145.0,320.0,56.0,263.0
RODEN,1961,77.0,12.0,30.0,0.0,0.0,53.0,257.0,405.0,184.0,231.0,27.0,169.0
RUELA,1961,108.0,18.0,26.0,0.0,0.0,102.0,138.0,792.0,155.0,312.0,52.0,220.0
SW,1961,68.0,7.0,19.0,0.0,0.0,38.0,105.0,335.0,331.0,221.0,44.0,188.0
WHITE,1961,77.0,2.0,33.0,0.0,0.0,40.0,201.0,510.0,212.0,315.0,33.0,191.0
130,1962,170.0,67.0,69.0,2.0,0.0,15.0,240.0,224.0,150.0,0.0,32.0,185.0
131,1962,162.0,69.0,59.0,5.0,0.0,35.0,271.0,59.0,150.0,1.0,30.0,193.0
164,1962,160.0,74.0,87.0,2.0,0.0,8.0,168.0,75.0,99.0,0.0,25.0,141.0
205,1962,157.0,56.0,69.0,5.0,0.0,2.0,221.0,72.0,164.0,0.0,27.0,164.0
45,1962,165.0,63.0,63.0,3.0,0.0,15.0,201.0,169.0,180.0,0.0,26.0,178.0
BOX,1962,175.0,67.0,73.0,4.0,0.0,35.0,220.0,149.0,181.0,8.0,28.0,190.0
DESGR,1962,184.0,77.0,72.0,4.0,0.0,23.0,477.0,132.0,173.0,2.0,74.0,186.0
DESRI,1962,159.0,70.0,88.0,2.0,0.0,6.0,182.0,46.0,173.0,0.0,30.0,139.0
DESST,1962,164.0,62.0,74.0,5.0,0.0,4.0,153.0,88.0,125.0,0.0,25.0,142.0
ERIOP,1962,164.0,56.0,67.0,6.0,0.0,5.0,261.0,52.0,174.0,0.0,24.0,164.0
FLORI,1962,327.0,105.0,103.0,0.0,0.0,41.0,313.0,119.0,216.0,9.0,57.0,265.0
FORES,1962,259.0,84.0,79.0,1.0,0.0,43.0,351.0,88.0,174.0,13.0,35.0,257.0
GRARI,1962,178.0,34.0,64.0,3.0,0.0,10.0,200.0,71.0,174.0,0.0,28.0,153.0
HUERF,1962,172.0,64.0,70.0,0.0,0.0,16.0,209.0,61.0,206.0,9.0,31.0,143.0
MCGIB,1962,308.0,78.0,50.0,4.0,0.0,64.0,307.0,84.0,242.0,23.0,37.0,252.0
MUHLE,1962,154.0,76.0,70.0,1.0,0.0,6.0,179.0,55.0,187.0,0.0,30.0,170.0
NE,1962,182.0,79.0,91.0,1.0,0.0,1.0,205.0,46.0,186.0,0.0,20.0,146.0
NW,1962,161.0,71.0,49.0,5.0,0.0,12.0,183.0,46.0,108.0,0.0,20.0,142.0
PARKE,1962,246.0,70.0,65.0,5.0,0.0,37.0,299.0,74.0,171.0,15.0,35.0,234.0
ROAD,1962,158.0,74.0,61.0,7.0,0.0,18.0,253.0,115.0,128.0,1.0,64.0,172.0
ROBIN,1962,235.0,74.0,71.0,0.0,0.0,31.0,213.0,64.0,142.0,31.0,90.0,182.0
RODEN,1962,164.0,64.0,54.0,6.0,0.0,15.0,176.0,113.0,151.0,1.0,30.0,172.0
RUELA,1962,190.0,70.0,51.0,0.0,0.0,0.0,202.0,40.0,164.0,35.0,35.0,170.0
SW,1962,157.0,60.0,70.0,5.0,0.0,34.0,321.0,49.0,195.0,0.0,28.0,166.0
WHITE,1962,194.0,61.0,84.0,5.0,0.0,15.0,353.0,140.0,157.0,2.0,34.0,224.0
130,1963,58.0,77.0,48.0,55.0,0.0,0.0,306.0,359.0,145.0,60.0,300.0,74.0
131,1963,43.0,77.0,53.0,54.0,1.0,0.0,193.0,256.0,174.0,126.0,312.0,52.0
164,1963,97.0,61.0,69.0,45.0,2.0,0.0,420.0,323.0,97.0,48.0,256.0,49.0
205,1963,67.0,75.0,64.0,50.0,1.0,0.0,311.0,372.0,148.0,57.0,300.0,63.0
45,1963,53.0,78.0,54.0,56.0,3.0,0.0,317.0,360.0,142.0,65.0,299.0,66.0
BOX,1963,64.0,72.0,55.0,54.0,3.0,0.0,273.0,604.0,110.0,62.0,309.0,92.0
DESGR,1963,78.0,90.0,55.0,59.0,1.0,0.0,255.0,330.0,198.0,71.0,316.0,71.0
DESRI,1963,94.0,65.0,73.0,47.0,2.0,0.0,476.0,426.0,95.0,52.0,253.0,56.0
DESST,1963,63.0,49.0,56.0,51.0,3.0,0.0,412.0,259.0,144.0,59.0,269.0,45.0
ERIOP,1963,70.0,75.0,62.0,49.0,2.0,0.0,379.0,400.0,158.0,55.0,300.0,78.0
FLORI,1963,100.0,123.0,85.0,82.0,1.0,0.0,403.0,464.0,188.0,68.0,389.0,125.0
FORES,1963,83.0,90.0,70.0,75.0,4.0,0.0,354.0,362.0,190.0,64.0,361.0,100.0
GRARI,1963,45.0,44.0,45.0,50.0,0.0,0.0,385.0,415.0,295.0,61.0,266.0,20.0
HUERF,1963,86.0,68.0,68.0,41.0,2.0,0.0,347.0,257.0,165.0,62.0,278.0,79.0
MCGIB,1963,101.0,99.0,65.0,68.0,2.0,0.0,311.0,223.0,175.0,77.0,318.0,102.0
MUHLE,1963,70.0,55.0,79.0,51.0,5.0,0.0,284.0,386.0,269.0,60.0,291.0,52.0
NE,1963,124.0,76.0,82.0,42.0,6.0,0.0,394.0,300.0,75.0,64.0,290.0,62.0
NW,1963,88.0,55.0,52.0,46.0,2.0,0.0,346.0,203.0,151.0,60.0,255.0,36.0
PARKE,1963,95.0,91.0,62.0,57.0,6.0,0.0,371.0,355.0,221.0,59.0,334.0,99.0
ROAD,1963,51.0,81.0,51.0,54.0,1.0,0.0,229.0,262.0,193.0,96.0,311.0,58.0
ROBIN,1963,95.0,92.0,69.0,55.0,5.0,0.0,301.0,465.0,152.0,81.0,348.0,90.0
RODEN,1963,51.0,78.0,54.0,50.0,4.0,0.0,221.0,245.0,182.0,100.0,308.0,56.0
RUELA,1963,99.0,90.0,48.0,43.0,3.0,0.0,338.0,298.0,113.0,70.0,305.0,75.0
SW,1963,33.0,71.0,70.0,45.0,2.0,0.0,211.0,271.0,165.0,53.0,296.0,46.0
WHITE,1963,76.0,94.0,56.0,54.0,3.0,0.0,325.0,385.0,133.0,55.0,320.0,69.0
130,1964,2.0,16.0,98.0,60.0,0.0,44.0,491.0,251.0,518.0,69.0,87.0,72.0
131,1964,1.0,14.0,96.0,54.0,0.0,35.0,289.0,255.0,701.0,84.0,45.0,115.0
164,1964,1.0,12.0,92.0,46.0,0.0,26.0,378.0,360.0,358.0,84.0,79.0,53.0
205,1964,1.0,9.0,91.0,56.0,4.0,40.0,392.0,349.0,421.0,70.0,85.0,59.0
45,1964,1.0,10.0,102.0,50.0,4.0,70.0,329.0,336.0,493.0,66.0,90.0,66.0
BOX,1964,2.0,15.0,105.0,55.0,4.0,33.0,395.0,398.0,459.0,79.0,95.0,40.0
DESGR,1964,5.0,24.0,113.0,42.0,8.0,39.0,381.0,384.0,589.0,84.0,96.0,71.0
DESRI,1964,4.0,11.0,88.0,53.0,0.0,54.0,393.0,318.0,489.0,96.0,75.0,45.0
DESST,1964,0.0,5.0,86.0,51.0,8.0,17.0,438.0,475.0,505.0,82.0,80.0,57.0
ERIOP,1964,2.0,11.0,99.0,55.0,0.0,32.0,375.0,299.0,413.0,68.0,87.0,61.0
FLORI,1964,7.0,24.0,118.0,54.0,0.0,19.0,767.0,457.0,589.0,137.0,123.0,109.0
FORES,1964,5.0,25.0,123.0,46.0,6.0,34.0,457.0,528.0,632.0,116.0,119.0,91.0
GRARI,1964,0.0,8.0,64.0,48.0,0.0,8.0,292.0,382.0,523.0,100.0,83.0,53.0
HUERF,1964,1.0,13.0,92.0,55.0,1.0,29.0,436.0,290.0,557.0,98.0,85.0,42.0
LIMST,1964,3.32,15.8,94.44,53.0,2.04,30.0,272.0,275.0,568.0,86.0,78.0,45.0
MCGIB,1964,13.0,31.0,42.0,51.0,0.0,33.0,598.0,442.0,547.0,96.0,101.0,93.0
MUHLE,1964,1.0,6.0,89.0,54.0,3.0,59.0,266.0,336.0,585.0,74.0,78.0,49.0
NE,1964,7.0,25.0,101.0,71.0,1.0,29.0,325.0,289.0,409.0,105.0,86.0,48.0
NW,1964,0.0,9.0,85.0,51.0,3.0,11.0,383.0,391.0,403.0,96.0,78.0,46.0
PARKE,1964,7.0,30.0,94.0,49.0,5.0,39.0,416.0,488.0,608.0,107.0,110.0,175.0
ROAD,1964,1.0,16.0,100.0,52.0,0.0,34.0,271.0,261.0,706.0,74.0,85.0,60.0
ROBIN,1964,15.0,25.0,102.0,68.0,0.0,27.0,545.0,390.0,558.0,90.0,127.0,79.0
RODEN,1964,0.0,10.0,103.0,56.0,0.0,29.0,263.0,296.0,555.0,72.0,86.0,53.0
RUELA,1964,5.0,16.0,90.0,56.0,0.0,0.0,417.0,261.0,590.0,120.0,90.0,92.0
SW,1964,1.0,10.0,83.0,47.0,0.0,41.0,240.0,240.0,610.0,100.0,85.0,75.0
WHITE,1964,1.0,20.0,105.0,45.0,4.0,47.0,364.0,373.0,660.0,97.0,99.0,75.0
130,1965,80.0,104.0,16.0,66.0,20.0,19.0,334.0,241.0,69.0,0.0,80.0,505.0
131,1965,89.0,93.0,25.0,84.0,12.0,41.0,214.0,154.0,59.0,0.0,85.0,563.0
164,1965,68.0,102.0,20.0,69.0,16.0,69.0,184.0,132.0,236.0,6.0,78.0,584.0
205,1965,88.0,85.0,14.0,57.0,24.0,21.0,296.0,214.0,98.0,0.0,85.0,500.0
45,1965,95.0,91.0,21.0,56.0,32.0,24.0,302.0,219.0,51.0,0.0,81.0,499.0
BOX,1965,97.0,103.0,21.0,51.0,31.0,24.0,296.0,333.0,121.0,1.0,82.0,545.0
DESGR,1965,77.0,123.0,12.0,78.0,14.0,16.0,309.0,223.0,93.0,0.0,101.0,535.0
DESRI,1965,62.0,81.0,19.0,52.0,34.0,13.0,470.0,147.0,205.0,0.0,96.0,539.0
DESST,1965,55.0,92.0,20.0,58.0,23.0,86.0,306.0,220.0,336.0,5.0,73.0,587.0
ERIOP,1965,90.0,88.0,16.0,61.0,24.0,8.0,334.0,242.0,172.0,0.0,91.0,521.0
FLORI,1965,119.0,198.0,62.0,89.0,0.0,70.0,512.0,248.0,178.0,0.0,115.0,913.0
FORES,1965,100.0,163.0,23.0,84.0,25.0,50.0,391.0,282.0,137.0,2.0,108.0,725.0
GRARI,1965,54.0,90.0,15.0,72.0,13.0,20.0,158.0,188.0,205.0,0.0,115.0,592.0
HUERF,1965,88.0,74.0,18.0,51.0,20.0,15.0,315.0,234.0,200.0,0.0,80.0,509.0
LIMST,1965,75.0,70.0,23.0,47.0,23.0,10.0,162.0,180.0,128.0,0.0,70.0,504.0
